Date,Open,High,Low,Close,Adj Close,Volume
2022-02-17,6.050000190734863,6.199999809265137,6.050000190734863,6.099999904632568,5.8922810554504395,2036900
2022-02-18,6.150000095367432,6.150000095367432,6.050000190734863,6.099999904632568,5.8922810554504395,1239600
2022-02-21,6.099999904632568,6.150000095367432,6.0,6.050000190734863,5.8439836502075195,2057600
2022-02-22,6.0,6.050000190734863,5.949999809265137,6.0,5.7956862449646,1104300
2022-02-23,6.150000095367432,6.400000095367432,6.150000095367432,6.150000095367432,5.940578460693359,5118700
2022-02-24,6.199999809265137,6.199999809265137,5.849999904632568,5.849999904632568,5.65079402923584,4733200
2022-02-25,6.050000190734863,6.099999904632568,5.949999809265137,6.050000190734863,5.8439836502075195,1239100
2022-02-28,5.949999809265137,6.099999904632568,5.949999809265137,6.0,5.7956862449646,832800
2022-03-01,6.050000190734863,6.150000095367432,6.050000190734863,6.050000190734863,5.8439836502075195,1255800
2022-03-02,6.099999904632568,6.300000190734863,6.050000190734863,6.150000095367432,5.940578460693359,2869600
2022-03-03,6.199999809265137,6.349999904632568,6.150000095367432,6.199999809265137,5.988875865936279,3430600
2022-03-04,6.25,6.599999904632568,6.099999904632568,6.400000095367432,6.182065010070801,13550200
2022-03-07,6.5,6.75,5.849999904632568,6.050000190734863,5.8439836502075195,32800400
2022-03-08,6.050000190734863,6.150000095367432,5.800000190734863,5.900000095367432,5.69909143447876,6479000
2022-03-09,6.0,6.150000095367432,5.900000095367432,6.050000190734863,5.8439836502075195,3404100
2022-03-10,6.099999904632568,6.150000095367432,6.0,6.050000190734863,5.8439836502075195,2078700
2022-03-11,6.050000190734863,6.050000190734863,6.0,6.050000190734863,5.8439836502075195,1170000
2022-03-14,6.099999904632568,6.300000190734863,6.0,6.300000190734863,6.085470676422119,4249700
2022-03-15,6.349999904632568,6.400000095367432,6.099999904632568,6.099999904632568,5.8922810554504395,5474900
2022-03-16,6.199999809265137,6.300000190734863,6.150000095367432,6.150000095367432,5.940578460693359,1574800
2022-03-17,6.25,6.25,6.150000095367432,6.150000095367432,5.940578460693359,854100
2022-03-18,6.150000095367432,6.25,6.150000095367432,6.199999809265137,5.988875865936279,1098700
2022-03-21,6.199999809265137,6.25,6.099999904632568,6.150000095367432,5.940578460693359,934500
2022-03-22,6.150000095367432,6.199999809265137,6.050000190734863,6.099999904632568,5.8922810554504395,825300
2022-03-23,6.150000095367432,6.150000095367432,6.050000190734863,6.150000095367432,5.940578460693359,1329500
2022-03-24,6.150000095367432,6.150000095367432,6.050000190734863,6.099999904632568,5.8922810554504395,792500
2022-03-25,6.099999904632568,6.150000095367432,6.050000190734863,6.050000190734863,5.8439836502075195,883700
2022-03-28,6.050000190734863,6.150000095367432,6.050000190734863,6.050000190734863,5.8439836502075195,503500
2022-03-29,6.050000190734863,6.099999904632568,6.050000190734863,6.050000190734863,5.8439836502075195,373300
2022-03-30,6.050000190734863,6.150000095367432,6.050000190734863,6.050000190734863,5.8439836502075195,1154900
2022-03-31,6.099999904632568,6.199999809265137,6.050000190734863,6.099999904632568,5.8922810554504395,2165900
2022-04-01,6.099999904632568,6.099999904632568,6.050000190734863,6.099999904632568,5.8922810554504395,705700
2022-04-04,6.150000095367432,6.199999809265137,6.050000190734863,6.099999904632568,5.8922810554504395,1666000
2022-04-05,6.150000095367432,6.150000095367432,6.050000190734863,6.099999904632568,5.8922810554504395,801400
2022-04-07,6.050000190734863,6.099999904632568,6.0,6.050000190734863,5.8439836502075195,744100
2022-04-08,6.050000190734863,6.099999904632568,6.050000190734863,6.050000190734863,5.8439836502075195,445700
2022-04-11,6.050000190734863,6.099999904632568,6.0,6.0,5.7956862449646,766600
2022-04-12,6.0,6.050000190734863,5.900000095367432,6.0,5.7956862449646,622700
2022-04-18,6.0,6.349999904632568,5.949999809265137,6.300000190734863,6.085470676422119,6271900
2022-04-19,6.300000190734863,6.349999904632568,6.150000095367432,6.150000095367432,5.940578460693359,3997300
2022-04-20,6.199999809265137,6.300000190734863,6.199999809265137,6.199999809265137,5.988875865936279,1108400
2022-04-21,6.25,6.300000190734863,6.199999809265137,6.199999809265137,5.988875865936279,1146700
2022-04-22,6.199999809265137,6.550000190734863,6.199999809265137,6.400000095367432,6.182065010070801,15450400
2022-04-25,6.300000190734863,6.599999904632568,6.300000190734863,6.5,6.278659820556641,11703700
2022-04-26,6.650000095367432,6.75,6.400000095367432,6.400000095367432,6.182065010070801,10954200
2022-04-27,6.199999809265137,6.449999809265137,6.150000095367432,6.300000190734863,6.231522083282471,5560000
2022-04-28,6.349999904632568,6.699999809265137,6.349999904632568,6.699999809265137,6.627173900604248,12811100
2022-04-29,6.599999904632568,6.75,6.400000095367432,6.449999809265137,6.3798909187316895,6777500
2022-05-03,6.449999809265137,6.449999809265137,5.800000190734863,5.949999809265137,5.885325908660889,10589200
2022-05-05,6.050000190734863,6.099999904632568,5.900000095367432,5.949999809265137,5.885325908660889,1931300
2022-05-06,5.849999904632568,5.900000095367432,5.650000095367432,5.800000190734863,5.736956596374512,3568600
2022-05-09,5.699999809265137,5.699999809265137,5.300000190734863,5.349999904632568,5.2918477058410645,5807700
2022-05-10,5.349999904632568,5.599999904632568,5.349999904632568,5.599999904632568,5.539130210876465,5249900
2022-05-11,5.550000190734863,5.599999904632568,5.400000095367432,5.400000095367432,5.341304302215576,3105000
2022-05-12,5.400000095367432,5.449999809265137,5.150000095367432,5.150000095367432,5.094021797180176,4048700
2022-05-13,5.199999809265137,5.300000190734863,5.150000095367432,5.150000095367432,5.094021797180176,1431600
2022-05-17,5.25,5.349999904632568,5.150000095367432,5.300000190734863,5.242391586303711,1394200
2022-05-18,5.300000190734863,5.5,5.300000190734863,5.449999809265137,5.390760898590088,1801800
2022-05-19,5.300000190734863,5.449999809265137,5.25,5.349999904632568,5.2918477058410645,1382000
2022-05-20,5.349999904632568,5.400000095367432,5.300000190734863,5.349999904632568,5.2918477058410645,742800
2022-05-23,5.449999809265137,5.449999809265137,5.349999904632568,5.349999904632568,5.2918477058410645,397200
2022-05-24,5.300000190734863,5.400000095367432,5.300000190734863,5.349999904632568,5.2918477058410645,726800
2022-05-25,5.300000190734863,5.400000095367432,5.25,5.300000190734863,5.242391586303711,1473200
2022-05-26,5.25,5.400000095367432,5.25,5.349999904632568,5.2918477058410645,1154000
2022-05-27,5.400000095367432,5.550000190734863,5.349999904632568,5.400000095367432,5.341304302215576,2448900
2022-05-30,5.449999809265137,5.449999809265137,5.400000095367432,5.400000095367432,5.341304302215576,977700
2022-05-31,5.400000095367432,5.449999809265137,5.300000190734863,5.300000190734863,5.242391586303711,1409800
2022-06-01,5.400000095367432,5.650000095367432,5.25,5.449999809265137,5.390760898590088,7041700
2022-06-02,5.400000095367432,5.5,5.349999904632568,5.400000095367432,5.341304302215576,1477600
2022-06-06,5.400000095367432,5.400000095367432,5.300000190734863,5.300000190734863,5.242391586303711,836600
2022-06-07,5.300000190734863,5.300000190734863,5.25,5.25,5.192934989929199,702400
2022-06-08,5.25,5.349999904632568,5.25,5.300000190734863,5.242391586303711,389800
2022-06-09,5.300000190734863,5.349999904632568,5.199999809265137,5.300000190734863,5.242391586303711,872600
2022-06-10,5.25,5.300000190734863,5.25,5.300000190734863,5.242391586303711,386600
2022-06-13,5.25,5.300000190734863,5.150000095367432,5.150000095367432,5.094021797180176,1338200
2022-06-14,5.199999809265137,5.25,5.150000095367432,5.150000095367432,5.094021797180176,451700
2022-06-15,5.25,5.400000095367432,5.150000095367432,5.199999809265137,5.143477916717529,1616400
2022-06-16,5.25,5.400000095367432,5.150000095367432,5.150000095367432,5.094021797180176,1676900
2022-06-17,5.199999809265137,5.199999809265137,5.050000190734863,5.199999809265137,5.143477916717529,1317300
2022-06-20,5.199999809265137,5.199999809265137,5.050000190734863,5.099999904632568,5.044565200805664,676800
2022-06-21,5.150000095367432,5.199999809265137,5.099999904632568,5.150000095367432,5.094021797180176,407200
2022-06-22,5.150000095367432,5.150000095367432,5.099999904632568,5.099999904632568,5.044565200805664,483500
2022-06-23,5.150000095367432,5.199999809265137,5.050000190734863,5.099999904632568,5.044565200805664,940800
2022-06-24,5.099999904632568,5.150000095367432,5.0,5.0,4.945652008056641,1297200
2022-06-27,5.050000190734863,5.099999904632568,5.0,5.0,4.945652008056641,732900
2022-06-28,5.050000190734863,5.099999904632568,5.0,5.050000190734863,4.9951090812683105,381200
2022-06-29,5.050000190734863,5.099999904632568,5.0,5.0,4.945652008056641,329700
2022-06-30,5.050000190734863,5.050000190734863,4.940000057220459,4.940000057220459,4.8863043785095215,1505700
2022-07-01,4.940000057220459,4.960000038146973,4.920000076293945,4.960000038146973,4.9060869216918945,414400
2022-07-04,4.940000057220459,5.099999904632568,4.940000057220459,4.960000038146973,4.9060869216918945,1164700
2022-07-05,4.960000038146973,5.0,4.840000152587891,4.840000152587891,4.787391662597656,929200
2022-07-06,4.880000114440918,4.880000114440918,4.679999828338623,4.699999809265137,4.6489129066467285,1063100
2022-07-07,4.78000020980835,4.940000057220459,4.78000020980835,4.860000133514404,4.807174205780029,1200700
2022-07-08,4.880000114440918,4.940000057220459,4.78000020980835,4.78000020980835,4.728043556213379,508800
2022-07-11,4.739999771118164,4.820000171661377,4.739999771118164,4.78000020980835,4.728043556213379,343100
2022-07-12,4.760000228881836,4.820000171661377,4.679999828338623,4.739999771118164,4.688477993011475,829800
2022-07-14,4.71999979019165,4.78000020980835,4.679999828338623,4.699999809265137,4.6489129066467285,307500
2022-07-15,4.71999979019165,4.760000228881836,4.659999847412109,4.739999771118164,4.688477993011475,516400
2022-07-18,4.739999771118164,4.820000171661377,4.739999771118164,4.760000228881836,4.708261013031006,339000
2022-07-19,4.739999771118164,4.760000228881836,4.659999847412109,4.699999809265137,4.6489129066467285,291200
2022-07-20,4.71999979019165,4.760000228881836,4.699999809265137,4.699999809265137,4.6489129066467285,257100
2022-07-21,4.679999828338623,4.71999979019165,4.659999847412109,4.71999979019165,4.668695449829102,219400
2022-07-22,4.699999809265137,4.739999771118164,4.699999809265137,4.71999979019165,4.668695449829102,258300
2022-07-25,4.699999809265137,5.050000190734863,4.699999809265137,4.860000133514404,4.807174205780029,2548900
2022-07-26,4.880000114440918,4.880000114440918,4.820000171661377,4.840000152587891,4.787391662597656,424100
2022-07-27,4.820000171661377,5.050000190734863,4.820000171661377,4.900000095367432,4.846739292144775,2139400
2022-08-01,4.940000057220459,4.980000019073486,4.920000076293945,4.980000019073486,4.925869464874268,503900
2022-08-02,4.980000019073486,5.0,4.940000057220459,4.940000057220459,4.8863043785095215,508400
2022-08-03,4.940000057220459,5.0,4.940000057220459,4.980000019073486,4.925869464874268,428300
2022-08-04,5.0,5.099999904632568,4.980000019073486,5.0,4.945652008056641,845800
2022-08-05,5.050000190734863,5.050000190734863,5.0,5.050000190734863,4.9951090812683105,382100
2022-08-08,5.099999904632568,5.099999904632568,5.0,5.099999904632568,5.044565200805664,373100
2022-08-09,5.099999904632568,5.150000095367432,5.050000190734863,5.150000095367432,5.094021797180176,990100
2022-08-10,5.0,5.0,4.800000190734863,4.900000095367432,4.846739292144775,1818900
2022-08-11,4.900000095367432,4.960000038146973,4.880000114440918,4.900000095367432,4.846739292144775,472800
2022-08-15,4.920000076293945,4.940000057220459,4.900000095367432,4.920000076293945,4.866521835327148,357700
2022-08-16,4.940000057220459,4.960000038146973,4.920000076293945,4.920000076293945,4.866521835327148,251500
2022-08-17,4.920000076293945,4.940000057220459,4.900000095367432,4.940000057220459,4.8863043785095215,543400
2022-08-18,4.960000038146973,5.0,4.940000057220459,5.0,4.945652008056641,368600
2022-08-19,5.0,5.050000190734863,4.920000076293945,4.920000076293945,4.866521835327148,1299600
2022-08-22,4.960000038146973,5.0,4.940000057220459,4.960000038146973,4.9060869216918945,505300
2022-08-23,4.980000019073486,5.0,4.960000038146973,4.980000019073486,4.925869464874268,474100
2022-08-24,4.980000019073486,5.0,4.960000038146973,4.960000038146973,4.9060869216918945,639000
2022-08-25,5.0,5.050000190734863,4.960000038146973,4.980000019073486,4.925869464874268,480400
2022-08-26,5.0,5.099999904632568,4.980000019073486,5.050000190734863,4.9951090812683105,1446000
2022-08-29,5.0,5.0,4.960000038146973,4.960000038146973,4.9060869216918945,871500
2022-08-30,4.960000038146973,5.0,4.940000057220459,4.960000038146973,4.9060869216918945,401300
2022-08-31,4.940000057220459,4.980000019073486,4.940000057220459,4.940000057220459,4.8863043785095215,501100
2022-09-01,4.940000057220459,4.960000038146973,4.900000095367432,4.900000095367432,4.846739292144775,678800
2022-09-02,4.920000076293945,4.920000076293945,4.860000133514404,4.860000133514404,4.807174205780029,694400
2022-09-05,4.860000133514404,4.900000095367432,4.800000190734863,4.800000190734863,4.747826099395752,875600
2022-09-06,4.820000171661377,4.880000114440918,4.820000171661377,4.820000171661377,4.767608642578125,679300
2022-09-07,4.880000114440918,5.199999809265137,4.840000152587891,5.199999809265137,5.143477916717529,4829100
2022-09-08,5.25,5.449999809265137,5.150000095367432,5.400000095367432,5.341304302215576,4795200
2022-09-09,5.449999809265137,5.550000190734863,5.300000190734863,5.300000190734863,5.242391586303711,5723800
2022-09-12,5.300000190734863,5.349999904632568,5.150000095367432,5.25,5.192934989929199,1346800
2022-09-13,5.349999904632568,5.400000095367432,5.25,5.300000190734863,5.242391586303711,2312000
2022-09-14,5.199999809265137,5.300000190734863,5.099999904632568,5.300000190734863,5.242391586303711,2653500
2022-09-15,5.300000190734863,5.300000190734863,5.150000095367432,5.199999809265137,5.143477916717529,928000
2022-09-16,5.25,5.25,5.099999904632568,5.099999904632568,5.044565200805664,653700
2022-09-19,5.099999904632568,5.150000095367432,4.920000076293945,4.940000057220459,4.8863043785095215,1908200
2022-09-20,4.960000038146973,4.980000019073486,4.940000057220459,4.960000038146973,4.9060869216918945,424600
2022-09-21,4.980000019073486,4.980000019073486,4.900000095367432,4.920000076293945,4.866521835327148,771500
2022-09-22,4.920000076293945,4.940000057220459,4.860000133514404,4.940000057220459,4.8863043785095215,724100
2022-09-23,4.900000095367432,4.940000057220459,4.880000114440918,4.900000095367432,4.846739292144775,464300
2022-09-26,4.860000133514404,4.900000095367432,4.840000152587891,4.840000152587891,4.787391662597656,898200
2022-09-27,4.860000133514404,4.880000114440918,4.78000020980835,4.78000020980835,4.728043556213379,1206000
2022-09-28,4.760000228881836,4.78000020980835,4.699999809265137,4.739999771118164,4.688477993011475,855600
2022-09-29,4.760000228881836,4.860000133514404,4.659999847412109,4.659999847412109,4.609347820281982,1055300
2022-09-30,4.659999847412109,4.699999809265137,4.619999885559082,4.659999847412109,4.609347820281982,519000
2022-10-03,4.639999866485596,4.679999828338623,4.579999923706055,4.579999923706055,4.530217170715332,669900
2022-10-04,4.599999904632568,4.659999847412109,4.599999904632568,4.599999904632568,4.549999713897705,260200
2022-10-05,4.619999885559082,4.699999809265137,4.619999885559082,4.679999828338623,4.6291303634643555,273900
2022-10-06,4.679999828338623,4.71999979019165,4.679999828338623,4.71999979019165,4.668695449829102,244000
2022-10-07,4.639999866485596,4.739999771118164,4.639999866485596,4.659999847412109,4.609347820281982,402400
2022-10-10,4.639999866485596,4.659999847412109,4.599999904632568,4.599999904632568,4.549999713897705,172600
2022-10-11,4.599999904632568,4.659999847412109,4.559999942779541,4.559999942779541,4.510434627532959,279900
2022-10-12,4.559999942779541,4.599999904632568,4.539999961853027,4.559999942779541,4.510434627532959,313300
2022-10-17,4.559999942779541,4.579999923706055,4.539999961853027,4.559999942779541,4.510434627532959,122100
2022-10-18,4.559999942779541,4.639999866485596,4.539999961853027,4.639999866485596,4.589565277099609,345300
2022-10-19,4.659999847412109,4.760000228881836,4.639999866485596,4.699999809265137,4.6489129066467285,889100
2022-10-20,4.699999809265137,4.739999771118164,4.679999828338623,4.699999809265137,4.6489129066467285,290100
2022-10-21,4.739999771118164,4.820000171661377,4.679999828338623,4.679999828338623,4.6291303634643555,1173900
2022-10-25,4.71999979019165,4.739999771118164,4.659999847412109,4.659999847412109,4.609347820281982,391200
2022-10-26,4.739999771118164,4.739999771118164,4.659999847412109,4.679999828338623,4.6291303634643555,153600
2022-10-27,4.679999828338623,4.699999809265137,4.659999847412109,4.679999828338623,4.6291303634643555,152800
2022-10-28,4.699999809265137,4.739999771118164,4.659999847412109,4.679999828338623,4.6291303634643555,113100
2022-10-31,4.699999809265137,4.760000228881836,4.659999847412109,4.659999847412109,4.609347820281982,246800
2022-11-01,4.659999847412109,4.739999771118164,4.659999847412109,4.679999828338623,4.6291303634643555,130500
2022-11-02,4.699999809265137,4.71999979019165,4.679999828338623,4.679999828338623,4.6291303634643555,135200
2022-11-03,4.679999828338623,4.699999809265137,4.659999847412109,4.699999809265137,4.6489129066467285,165400
2022-11-04,4.699999809265137,4.739999771118164,4.699999809265137,4.71999979019165,4.668695449829102,273300
2022-11-07,4.739999771118164,4.739999771118164,4.679999828338623,4.699999809265137,4.6489129066467285,143900
2022-11-08,4.699999809265137,4.739999771118164,4.699999809265137,4.71999979019165,4.668695449829102,213600
2022-11-09,4.71999979019165,4.71999979019165,4.679999828338623,4.71999979019165,4.668695449829102,252900
2022-11-10,4.71999979019165,4.820000171661377,4.699999809265137,4.760000228881836,4.708261013031006,779100
2022-11-11,4.800000190734863,4.800000190734863,4.739999771118164,4.739999771118164,4.688477993011475,620200
2022-11-14,4.800000190734863,4.800000190734863,4.659999847412109,4.699999809265137,4.6489129066467285,426300
2022-11-15,4.699999809265137,4.71999979019165,4.659999847412109,4.659999847412109,4.609347820281982,367300
2022-11-16,4.679999828338623,4.71999979019165,4.659999847412109,4.699999809265137,4.6489129066467285,236400
2022-11-17,4.71999979019165,4.760000228881836,4.699999809265137,4.699999809265137,4.6489129066467285,119300
2022-11-18,4.699999809265137,4.739999771118164,4.679999828338623,4.679999828338623,4.6291303634643555,204000
2022-11-21,4.679999828338623,4.739999771118164,4.579999923706055,4.639999866485596,4.589565277099609,830400
2022-11-22,4.659999847412109,4.659999847412109,4.599999904632568,4.599999904632568,4.549999713897705,389900
2022-11-23,4.519999980926514,4.659999847412109,4.519999980926514,4.539999961853027,4.539999961853027,451100
2022-11-24,4.579999923706055,4.599999904632568,4.519999980926514,4.539999961853027,4.539999961853027,444900
2022-11-25,4.539999961853027,4.559999942779541,4.5,4.5,4.5,396200
2022-11-28,4.5,4.539999961853027,4.5,4.5,4.5,275800
2022-11-29,4.519999980926514,4.539999961853027,4.5,4.5,4.5,275800
2022-11-30,4.539999961853027,4.539999961853027,4.5,4.519999980926514,4.519999980926514,141100
2022-12-01,4.539999961853027,4.539999961853027,4.5,4.519999980926514,4.519999980926514,123400
2022-12-02,4.519999980926514,4.539999961853027,4.480000019073486,4.480000019073486,4.480000019073486,479000
2022-12-06,4.519999980926514,4.519999980926514,4.480000019073486,4.480000019073486,4.480000019073486,90300
2022-12-07,4.480000019073486,4.519999980926514,4.460000038146973,4.460000038146973,4.460000038146973,236200
2022-12-08,4.480000019073486,4.480000019073486,4.460000038146973,4.460000038146973,4.460000038146973,152600
2022-12-09,4.460000038146973,4.5,4.460000038146973,4.460000038146973,4.460000038146973,95200
2022-12-13,4.460000038146973,4.460000038146973,4.380000114440918,4.380000114440918,4.380000114440918,665000
2022-12-14,4.380000114440918,4.400000095367432,4.360000133514404,4.380000114440918,4.380000114440918,230000
2022-12-15,4.380000114440918,4.400000095367432,4.360000133514404,4.360000133514404,4.360000133514404,152100
2022-12-16,4.360000133514404,4.420000076293945,4.360000133514404,4.380000114440918,4.380000114440918,87800
